word,dim0,dim1,dim2,dim3,dim4,dim5,dim6,dim7,dim8,dim9,dim10,dim11,dim12,dim13,dim14,dim15,dim16,dim17,dim18,dim19,dim20,dim21,dim22,dim23,dim24,dim25,dim26,dim27,dim28,dim29,dim30,dim31,dim32,dim33,dim34,dim35,dim36,dim37,dim38,dim39,dim40,dim41,dim42
aznj,2.500000,7.500000,19.250000,59.500000,185.750000,568.500000,1800.500000,5694.750000,18040.250000,57251.000000,181649.250000,576479.750000,1829630.750000,5806857.500000,18430079.500000,58494366.000000,185652705.000000,589235697.750000,1870151728.500000,5935600968.250000,18838771517.500000,59791639754.000000,189770348140.250000,602304691701.250000,1911631324776.000000,6067251966509.750000,19256613947810.750000,61117814592661.750000,193979443682124.500000,615663776961144.000000,1954031205939851.500000,6201823294926839.000000,19683724632761104.000000,62473404512441984.000000,198281897567301440.000000,629319167247621248.000000,1997371515626305536.000000,6339379410425001984.000000,20120308613052071936.000000,63859061348927766528.000000,202679779659081908224.000000,643277433380935827456.000000,2.041673111117491e+21
abnwv,3.000000,13.000000,37.800000,119.200000,375.200000,1181.600000,3750.400000,11893.400000,37736.800000,119771.400000,380112.800000,1206413.200000,3828975.000000,12152581.800000,38570590.000000,122417631.400000,388536443.400000,1233160597.800000,3913880071.200000,12422110874.000000,39426052189.199997,125132806158.800003,397154123881.799988,1260511955356.000000,4000689642460.600098,12697632537157.599609,40300519775488.796875,127908245057096.203125,405962981243793.812500,1288470044030863.500000,4089424728534046.500000,12979265360362166.000000,41194383190203776.000000,130745243224937984.000000,414967218880796480.000000,1317048242048942592.000000,4180127954595145216.000000,13267144785527533568.000000,42108072449470922752.000000,133645165864479850496.000000,424171170038173597696.000000,1.3462603030026484e+21,4.272842973457304e+21
ht,1.500000,5.500000,15.500000,49.000000,147.500000,458.500000,1443.000000,4552.500000,14423.000000,45736.000000,145097.000000,460456.000000,1461318.000000,4637887.500000,14719857.500000,46718530.000000,148277831.000000,470612830.000000,1493659102.500000,4740665613.000000,15046212404.000000,47754584369.500000,151566407867.000000,481050697493.500000,1526788009840.500000,4845812804656.500000,15379935915498.500000,48813777657341.500000,154928141603372.000000,491720375136436.000000,1560652085707251.000000,4953292675660575.000000,15721062083929400.000000,49896464681258704.000000,158364439654124192.000000,502626707266288000.000000,1595267267128500224.000000,5063156447481530368.000000,16069754416649240576.000000,51003165651709001728.000000,161876954622315102208.000000,513774941279887032320.000000,1.630650211470945e+21
be,1.500000,3.500000,9.000000,31.000000,89.500000,286.000000,907.000000,2864.000000,9098.500000,28862.500000,91587.500000,290697.500000,922587.000000,2928150.500000,9293535.000000,29496289.500000,93617122.500000,297127640.000000,943041643.000000,2993083015.500000,9499628945.000000,30150500895.000000,95693496572.000000,303717849056.500000,963958213641.500000,3059469308974.500000,9710330096128.500000,30819237280960.000000,97815973008080.500000,310454294777722.000000,985338755855021.500000,3127328177197740.000000,9925704707941110.000000,31502806346839100.000000,99985526159420944.000000,317340154756728000.000000,1007193517794343552.000000,3196692152194294784.000000,10145856317938714624.000000,32201536939863699456.000000,102203199887230238720.000000,324378742750574018560.000000,1.0295330172102545e+21
uirt,2.500000,6.250000,16.750000,51.750000,160.000000,509.000000,1614.000000,5117.500000,16244.750000,51549.500000,163603.750000,519254.500000,1648017.500000,5230570.250000,16601084.750000,52689486.000000,167229086.750000,530761797.750000,1684564046.750000,5346571957.000000,16969275650.500000,53858120801.500000,170938185038.000000,542534026047.250000,1721927546617.500000,5465158559012.250000,17345653210235.500000,55052690978925.000000,174729584830345.750000,554567402106416.750000,1760119809008104.750000,5586375488889232.000000,17730378888504324.000000,56273756777574360.000000,178605077859612704.000000,566867678007090048.000000,1799159174084237568.000000,5710281004328146944.000000,18123637762616463360.000000,57521905752374435840.000000,182566529121986347008.000000,579440773383507804160.000000,1.8390644302326451e+21
bift,2.500000,6.250000,15.000000,43.750000,130.500000,405.000000,1277.750000,4038.750000,12804.000000,40618.750000,128883.750000,409029.750000,1298151.500000,4120081.500000,13076494.500000,41502845.500000,131724111.750000,418073826.000000,1326907879.250000,4211420743.500000,13366463266.500000,42423294816.250000,134645637039.750000,427346525220.000000,1356338437219.250000,4304829567951.750000,13662930360864.750000,43364240819066.500000,137632069565910.000000,436825047909759.000000,1386421951547831.000000,4400310460532763.500000,13965973437946944.000000,44326057404129856.000000,140684741649024128.000000,446513804564331904.000000,1417172717734499328.000000,4497909115823690752.000000,14275737996531367936.000000,45309207033252716544.000000,143805121842455265280.000000,456417457338114506752.000000,1.4486055343091996e+21
bax,2.000000,5.333333,13.000000,38.333333,119.666667,371.000000,1174.000000,3717.666667,11782.666667,37389.000000,118641.000000,376520.000000,1194997.333333,3792689.000000,12037411.333333,38204990.000000,121257178.666667,384853299.666667,1221470625.666667,3876777587.000000,12304352599.666666,39052303381.333336,123946579172.333328,393389203872.666687,1248562621998.333252,3962764119605.666504,12577262200562.000000,39918481065737.335938,126695707321819.671875,402114555099584.000000,1276255674657394.000000,4050658018825016.500000,12856225215135080.000000,40803870880790504.000000,129505811464511488.000000,411033434844507648.000000,1304562958600344576.000000,4140501401293369856.000000,13141375616325853184.000000,41708898597502967808.000000,132378243572583284736.000000,420150134878203019264.000000,1.3334980966217663e+21
klossom,4.000000,8.142857,25.571429,78.428571,251.571429,794.000000,2523.000000,8018.571429,25452.428571,80809.000000,256504.571429,814137.714286,2584035.285714,8201431.142857,26030302.857143,82616734.000000,262214176.714286,832231617.857143,2641387785.571429,8383397890.142858,26607739721.142857,84449266268.142853,268030227610.857147,850690668384.428589,2699973875320.143066,8569341589941.428711,27197898447404.000000,86322347186966.140625,273975124882376.562500,869558943880554.250000,2759859155837107.500000,8759409139132134.000000,27801146411528440.000000,88236972325225296.000000,280051878792043872.000000,888845715669753472.000000,2821072687218465792.000000,8953692374579500032.000000,28417774381293129728.000000,90194063745014743040.000000,286263414780113420288.000000,908560267039753240576.000000,2.8836439315077073e+21
bdossom,4.000000,8.428571,26.714286,83.142857,264.428571,836.142857,2656.714286,8439.714286,26792.571429,85058.571429,269989.142857,856940.428571,2719873.428571,8632563.285714,27398656.000000,86959673.714286,275998071.571429,875979762.714286,2780238280.285714,8824090061.285715,28006435315.571430,88888531529.285721,282119838151.142883,895409132601.428589,2841904061588.000000,9019808262380.285156,28627617017749.855469,90860075094117.421875,288377242184409.875000,915269261253068.625000,2904937346112485.500000,9219867138625932.000000,29262576064709220.000000,92875346799215664.000000,294773434300474496.000000,935569885484655616.000000,2969368704146950656.000000,9424363308359034880.000000,29911618467555631104.000000,94935317121639727104.000000,301311493617845403648.000000,956320776491325718528.000000,3.0352291463162673e+21
blossrvm,4.500000,10.000000,24.625000,69.125000,211.625000,654.875000,2067.250000,6547.125000,20753.750000,65855.875000,208984.625000,663246.250000,2105022.000000,6680969.125000,21204395.750000,67299719.000000,213599778.000000,677935850.625000,2151673869.375000,6829113268.875000,21674655444.625000,68792341410.000000,218337323758.125000,692972299960.000000,2199397704967.375000,6980582437449.875000,22155397844653.000000,70318151541024.500000,223180033640953.625000,708342388484757.500000,2248180229840082.000000,7135411388644966.000000,22646803405463380.000000,71877804453163344.000000,228130155082351808.000000,724053385517818752.000000,2298044749457083392.000000,7293674439116836864.000000,23149108317579362304.000000,73472050387254517760.000000,233190069960834940928.000000,740112851645313449984.000000,2.3490152615098793e+21
bloslsom,4.500000,9.125000,27.250000,81.375000,259.000000,812.750000,2578.875000,8191.875000,25994.250000,82523.875000,261937.375000,831366.375000,2638706.500000,8374925.000000,26580922.500000,84364296.000000,267760638.375000,849835264.750000,2697259233.625000,8560725973.500000,27170554279.000000,86235561196.625000,273699679029.375000,868684718423.250000,2757084487160.625000,8750602728820.375000,27773196092933.875000,88148261904438.000000,279770324259139.750000,887952100745506.250000,2818236477734899.500000,8944690640131349.000000,28389204128066664.000000,90103385734642128.000000,285975615386070976.000000,907646831788183424.000000,2880744815053325312.000000,9143083409553735680.000000,29018875187148095488.000000,92101874105989070848.000000,292318539541199126528.000000,927778390927910109184.000000,2.944639584009229e+21
ciyssomo,4.500000,9.500000,34.375000,108.750000,350.875000,1119.750000,3560.250000,11323.125000,35959.875000,114168.000000,362417.375000,1150324.375000,3651080.375000,11588169.000000,36779404.250000,116732998.250000,370494636.000000,1175898891.625000,3732140220.750000,11845294799.125000,37595319462.250000,119322317033.000000,378712441641.875000,1201980623917.875000,3814919340979.000000,12108023441115.625000,38429182511225.375000,121968880842499.875000,387112265244041.500000,1228640493089466.000000,3899534054536023.500000,12376578769763880.000000,39281539769037640.000000,124674144230820112.000000,395698394998655808.000000,1255891674817609472.000000,3986025515421847552.000000,12651090637973407744.000000,40152802261547745280.000000,127439410213032132608.000000,404474964652678184960.000000,1.2837472863167334e+21,4.0744353523603567e+21
awdi,2.500000,9.250000,25.750000,79.250000,250.250000,790.500000,2508.250000,7958.000000,25251.250000,80142.250000,254350.000000,807260.500000,2562124.750000,8131801.500000,25809188.000000,81914745.000000,259985952.250000,825159215.250000,2618940507.750000,8312152834.750000,26381616998.000000,83731583169.250000,265752399957.500000,843461158228.250000,2677028413158.750000,8496515880856.500000,26966759770283.500000,85588745165315.750000,271646774081771.000000,862169082239313.500000,2736404762703496.500000,8684968157176446.000000,27564881087496880.000000,87487099044811168.000000,277671885286986752.000000,881291947277153152.000000,2797098076864463872.000000,8877600295533443072.000000,28176268704743972864.000000,89427558314533470208.000000,283830633143868719104.000000,900838956460218515456.000000,2.859137565553014e+21
aidf,2.500000,5.750000,13.250000,37.750000,113.750000,350.500000,1105.750000,3496.000000,11078.750000,35148.750000,111526.000000,353937.500000,1123311.250000,3565164.500000,11315274.000000,35913005.000000,113982736.750000,361765207.750000,1148192201.250000,3644202053.250000,11566190133.000000,36709478328.750000,116510778234.500000,369789005667.750000,1173658874978.250000,3725030043471.500000,11822727304992.500000,37523692242366.250000,119094980646089.000000,377990905685119.000000,1199690566360336.000000,3807651013217721.500000,12084954775016228.000000,38355965766639088.000000,121736501069362080.000000,386374724150532352.000000,1226299640215127808.000000,3892104513042349056.000000,12352998438283214848.000000,39206699076265984000.000000,124436610280225193984.000000,394944495273928294400.000000,1.2534989019382318e+21
ldn,2.000000,4.666667,10.666667,29.333333,87.333333,265.333333,834.666667,2636.000000,8347.333333,26480.666667,84015.333333,266620.666667,846184.000000,2685600.666667,8523661.333333,27052823.333333,85861750.000000,272513116.000000,864918488.000000,2745130682.000000,8712662666.666666,27652779016.000000,87766074172.000000,278557312648.666687,884102169212.666626,2806017328923.333496,8905908758872.666016,28266115827345.332031,89712720582675.328125,284735698519065.312500,903711508084028.625000,2868254644903922.500000,9103441346529986.000000,28893056792229468.000000,91702544018419264.000000,291051121379199552.000000,923755781945155456.000000,2931872382533653504.000000,9305355198279018496.000000,29533903276959846400.000000,93736501636621123584.000000,297506619991096098816.000000,944244636754687426560.000000
aeod,2.500000,6.000000,20.000000,69.750000,216.500000,694.750000,2212.500000,7018.000000,22298.750000,70779.750000,224655.500000,713077.750000,2263215.750000,7183191.250000,22798541.000000,72359427.000000,229658934.500000,728905664.500000,2313445349.250000,7342554212.500000,23304246181.250000,73964436889.500000,234752837085.500000,745072857771.250000,2364757632558.750000,7505411853791.500000,23821133426533.250000,75604964626065.750000,239959643127754.250000,761598535417993.000000,2417207833736594.000000,7671881496276678.000000,24349484918679600.000000,77281878779354624.000000,245281935433642400.000000,778490751005699584.000000,2470821376755483136.000000,7842043425622054912.000000,24889555217502797824.000000,78995986798680440832.000000,250722275901055959040.000000,795757635045520965632.000000,2.5256240653428657e+21
